store,city,region,province,size,revenue,units,cost,gross_profit,promo_units,energy_units,regularBars_units,gum_units,bagpegCandy_units,isotonics_units,singleServePotato_units,takeHomePotato_units,kingBars_units,flatWater_units,psd591Ml_units
57213,BARRIE,ONTARIO,ON,392,1111.02,524.67,676.22,434.8,212.08,95.56,43.15,42.46,8.67,39,18.42,3.5,25.73,63.23,29.19
57613,BRAMPTON,ONTARIO,ON,832,2214.53,1019.44,1393.14,821.39,415.96,172.1,113.58,78.17,33.27,51.88,27.58,24.02,39.37,70.96,26.96
57623,MISSISSAUGA,ONTARIO,ON,753,2178.57,982,1346.97,831.61,369.83,214.19,73.71,50.62,24.27,47.38,34.06,15.63,36.73,115.35,24.4
57624,BRAMPTON,ONTARIO,ON,899,4664.92,2057.17,2883.78,1781.14,765.83,397.9,181.38,135.1,64.52,128.5,49.42,37.88,76.83,192.79,50.38
57625,MISSISSAUGA,ONTARIO,ON,776,2233.89,1014.77,1392.27,841.62,415.65,167.12,111.42,69.62,36.56,60.52,37.73,24.67,35.73,81.48,27.33
57629,RICHMOND HILL,ONTARIO,ON,894,3226.13,1435.1,1980.3,1245.83,512.35,194.79,156.27,90.4,52.96,67.98,39.38,41.08,52.42,142.4,34.27
57635,DOWNSVIEW,ONTARIO,ON,808,3356.53,1656.75,2024.17,1332.36,577.58,213.17,95.79,189.81,31.17,40.69,46.96,27.98,37.13,163.92,63.15
58627,WHITBY,ONTARIO,ON,679,4024.81,1815.13,2439.24,1585.57,726.25,353.92,171.04,118.94,51.12,119.77,54.44,26.12,67.13,222.23,64.87
58685,NORTH YORK,ONTARIO,ON,803,2031.11,909.96,1235.1,796.02,293.73,88.77,77.98,51.33,24.6,49.92,29.58,22.12,40.54,118.29,22.9
58755,BELLEVILLE,ONTARIO,ON,697,3058.77,1358.08,1832.68,1226.09,538.85,225.35,108.17,87.27,44.92,99.85,57.04,25.04,27.92,125.35,71.29
59003,TORONTO,ONTARIO,ON,1000,6789.33,3019.79,4206.43,2582.9,1075.13,265.83,261.81,133.44,121.87,192.98,111.81,111.37,118.73,343.48,98.1
59023,TORONTO,ONTARIO,ON,898,3005.4,1388.44,1862.17,1143.23,518.77,166.56,126.17,66.44,45.04,81.29,54,40.23,66.65,135.33,44.08
59041,TORONTO,ONTARIO,ON,972,7380.43,3235.06,4490.41,2890.02,965.87,358.13,219.96,183.13,130.08,206.62,135.42,90.87,138.75,376.56,76.31
59059,THORNHILL,ONTARIO,ON,962,3600.52,1597.08,2197.3,1403.21,540,211.13,148.92,109,44.35,69.83,53.96,39.12,69.15,181.19,39.65
59075,NORTH YORK,ONTARIO,ON,480,917.46,452.94,556.54,360.92,172.29,63.56,45.1,55.29,6,19.04,18.81,5.65,10.48,55.46,16.85
59111,DOWNSVIEW,ONTARIO,ON,790,2987.2,1375.85,1817.54,1169.66,517.5,159.29,122.04,124.13,43.81,63.6,37.77,39.21,41.48,164.79,48.46
59114,NORTH YORK,ONTARIO,ON,396,951.01,496.67,554.65,396.36,155.38,58.94,53.65,60.21,1.13,14.44,27.98,4.73,25.19,74.79,15.56
59120,THORNHILL,ONTARIO,ON,396,611.49,304.56,357.59,253.89,102.37,35.85,36.02,17.27,5.92,16.6,15,3.1,14.21,36.17,0.75
59124,NORTH YORK,ONTARIO,ON,833,4213.77,1931.65,2572.6,1641.17,583.33,216.67,174.12,111.65,58.56,111.96,81.29,54.31,83.12,197.67,49.6
59140,NORTH YORK,ONTARIO,ON,866,2373.38,1147.13,1486.46,886.92,499.33,157.37,108.04,128.19,24.46,37.13,35.63,27.69,32.42,114.96,43.29
59142,NORTH YORK,ONTARIO,ON,528,952.63,474.75,557.35,395.29,145.35,56.54,53.88,30.87,8.88,19.83,19.17,6.1,20.38,61.96,10.73
59160,SCARBOROUGH,ONTARIO,ON,673,1496.19,697.94,895.06,601.13,278.56,115.58,65.23,60.65,18.17,41.31,18.92,7.67,23.79,83.4,22.58
59166,ETOBICOKE,ONTARIO,ON,784,3266.78,1528.38,1996.62,1270.16,591.92,250.73,147.42,122.08,49.06,74.73,44.21,19.98,64.19,162.73,33.67
59170,DON MILLS,ONTARIO,ON,775,3067.37,1428.12,1857.17,1210.2,525.54,188.87,112,102.67,41.85,92.85,52.75,24.06,60.58,181.04,43.37
59172,SCARBOROUGH,ONTARIO,ON,811,2272.69,1031.79,1375.01,897.68,371.54,153.33,81.56,84.98,25.69,52.44,33.13,19.48,39.33,129,20.06
59177,SCARBOROUGH,ONTARIO,ON,765,3100.52,1447.98,1917.86,1182.66,576.62,181.56,136.4,79.1,52,87.31,53.71,31.37,51.83,154.06,53
59192,TORONTO,ONTARIO,ON,963,3741.75,1705.73,2330.52,1411.23,640.54,211.46,197,104.42,44.94,76,62.92,40.19,73.88,191.96,37.48
59212,SCARBOROUGH,ONTARIO,ON,985,5703.12,2519.71,3507.57,2195.55,891.92,377.77,169.21,123.77,75.65,158.1,83.17,64.17,84.1,294.69,80.48
59221,ETOBICOKE,ONTARIO,ON,518,1404.31,670.85,854.61,549.7,241.94,108.04,74.73,53.56,10.75,37.31,25.96,8.29,28.62,73.06,19.1
59222,SCARBOROUGH,ONTARIO,ON,981,6525.18,2950.69,4074.02,2451.16,1016.4,330.44,253.27,149.65,118.25,134.73,117.87,93.12,111.12,245.04,76.04
59226,ETOBICOKE,ONTARIO,ON,967,3435,1545.85,2145.54,1289.46,557.75,248.63,110.54,107.19,41.77,88.31,60.52,28.17,60.21,161.08,49.58
59256,NORTH YORK,ONTARIO,ON,746,3380.91,1556.62,2054.88,1326.04,559.54,233.1,126.42,126.17,50.65,81.5,59.15,20.23,57.71,167.02,51.04
59262,MISSISSAUGA,ONTARIO,ON,574,3431.84,1583.25,2037.99,1393.85,468.19,251.38,166,103.81,26.6,79.27,56.83,23.73,61.12,231.52,38.77
59282,GLOUCESTER,ONTARIO,ON,672,5319.99,2364.29,3194.64,2125.35,900.81,354.71,222.67,92.44,51.58,162.54,126.19,51.6,105.17,223.87,118.19
59552,NAPANEE,ONTARIO,ON,930,5052.72,2127.5,3071.39,1981.33,841.75,355.19,157.46,99.54,62.13,132.73,62.5,77.33,96.5,191.13,91.9
59647,PICKERING,ONTARIO,ON,776,2355.68,1066.79,1440.36,915.32,430.96,215.62,81.71,81.88,28.46,70.96,27.37,11.83,37.58,106,26.15
59679,SMITHVILLE,ONTARIO,ON,409,1047,450.17,648.67,398.34,199.81,135.96,20.81,26.19,7.17,42.73,7.9,3.1,28.94,44.77,11.27
60035,LONDON,ONTARIO,ON,770,2520.51,1122,1593.11,927.4,499.23,184.96,110.33,69.69,39.77,86.04,32.96,33.56,54.6,101.38,33.58
60077,CAMBRIDGE,ONTARIO,ON,406,1171.95,531.81,726.14,445.8,219.81,104.71,49.77,31.46,8.25,46.08,19.81,5.69,26.21,43.69,27.31
60293,PICKERING,ONTARIO,ON,347,2058.67,989.5,1261.47,797.2,441.06,230.67,68,105.85,8.19,75.02,29.79,14.56,43.56,104.1,36.23
60651,SCHOMBERG,ONTARIO,ON,464,1073.78,502.5,653.17,420.61,164.46,91.65,43.81,40.73,14.35,35.4,18.37,4.38,25.12,55.02,17.88
60956,MISSISSAUGA,ONTARIO,ON,402,757.27,370.15,461.63,295.64,154.9,56.73,44.9,31.56,7.87,22.38,16.52,0.04,20.69,37.96,8.31
62931,LAC DU BONNET,WEST,MB,933,3010.85,1259.02,1842.3,1168.55,516.73,159.21,118.94,47.85,34.75,90.67,46.17,34.02,58.08,92.29,70.08
63013,BRANDON,WEST,MB,792,7126.33,2963.48,4221.96,2904.37,1044.12,388.54,194.33,105.65,96.21,163.31,107.44,71.31,113.29,396.81,155.12
63116,PORTAGE LA PRAIRIE,WEST,MB,919,6272.56,2711.42,3749.03,2523.54,907.48,239.04,240.13,100.69,103.48,143.69,172.71,83.62,118.19,303.38,122.63
63370,SELKIRK,WEST,MB,775,1834.85,777.58,1145.58,689.27,269.38,130.71,53.67,32.81,21.9,57.17,17.67,16.65,30.65,62.38,48.15
63426,OAK BLUFF,WEST,MB,930,4870.05,2082.23,2932.44,1937.6,837.12,266.35,167.67,79.06,59.29,117.37,83.52,52.87,100.29,246.29,126.1
63510,BRANDON,WEST,MB,707,2576.09,1144.06,1581.82,994.27,399.96,169.17,71.9,76.67,26.5,73.33,32.31,20.56,53.5,105.19,69.52
63600,NEWMARKET,ONTARIO,ON,754,3338.11,1466.33,2033.85,1304.27,545.83,294.13,112.58,72.63,41.1,103.27,50.88,23.17,65.37,144.17,54.77
63936,WINNIPEG,WEST,MB,714,1152.99,518.83,709.06,443.93,181.48,74.42,35.75,28.62,13.73,40.87,16.42,7.58,24.92,50.83,31.54
63940,WINNIPEG,WEST,MB,975,4025.8,1710.31,2512.04,1513.77,604.77,266.1,122.25,82.58,56.23,115.88,51.29,50.77,57.37,162.08,64
63957,WINNIPEG,WEST,MB,574,1828.9,863.94,1137.19,691.71,328.54,132.88,63.54,52.56,16.73,54.85,28.23,9.29,27.15,94.79,54.29
63966,WINNIPEG,WEST,MB,955,2795.8,1145.21,1711.25,1084.55,417.63,166.35,77,44.17,38.13,70.33,35.65,46.5,44.63,96.48,51.25
63982,WINNIPEG,WEST,MB,987,2299.8,1015.54,1425.48,874.32,344.35,149.63,68.35,61.6,40.15,52.98,26.69,27.04,33.67,85.94,48.63
63994,WINNIPEG,WEST,MB,974,2783.95,1196.06,1740.85,1043.1,391.73,164.06,82.15,78.42,37.52,75.37,36.56,33.27,45.33,107.29,47.92
63995,WINNIPEG,WEST,MB,961,2752.23,1166.37,1737.07,1015.16,431.52,176,80.94,53.06,30.02,69.08,36.83,30.6,40.98,107.33,63.75
63999,WINNIPEG,WEST,MB,954,2595.79,1094.46,1611,984.79,366.54,168.02,79.19,64.38,30.23,67.6,35.21,29.17,38.6,97.08,54.92
65003,KANATA,ONTARIO,ON,749,3685.67,1650.75,2290.21,1395.46,639.65,320.69,142.12,71.52,29.87,123.37,67.52,30.48,80.85,159.35,70.83
65004,OTTAWA,ONTARIO,ON,850,R,1796.31,2561.03,1527.53,699.31,332.23,137.02,90.17,48.35,167.44,55.35,41.6,78.4,161.25,65.13
65005,WATERLOO,ONTARIO,ON,803,2302.31,1009.81,1435.72,866.58,402.81,180.27,80.79,52.96,41.31,78.9,27.15,20.21,47.31,87.19,41.77
65007,BRAMPTON,ONTARIO,ON,803,2699.86,1217.5,1646.12,1053.74,454.19,217.96,97.54,90.1,38.12,90.96,37.48,21.5,52.56,120.42,38.27
65008,RICHMOND HILL,ONTARIO,ON,944,2619.45,1179.65,1562.04,1057.41,399.12,161.08,100.56,73.33,40.71,71.25,42.38,25.77,45.37,149.73,23.75
65010,OTTAWA,ONTARIO,ON,850,5812.54,2602.63,3650.57,2161.97,1075.06,430.15,250.12,123.42,94.17,157.69,90.58,80.08,130.13,224.31,107.79
65013,OAKVILLE,ONTARIO,ON,832,1751.23,770.42,1061.92,689.31,274.85,128.13,60.4,45.62,25.67,60.31,29.19,13.81,31.9,82.35,23.23
65014,MISSISSAUGA,ONTARIO,ON,806,2998.01,1299.21,1838.68,1159.34,460.48,220.65,123.67,77.25,37.02,80.42,40.15,33.63,59.19,131.23,27.73
65015,OTTAWA,ONTARIO,ON,766,2884.75,1313.5,1793.59,1091.16,512.25,192.27,139.69,77.73,46.31,91.35,50.17,36.29,54.37,119.73,48.25
65016,NEWMARKET,ONTARIO,ON,761,2524.77,1131.27,1546.88,977.89,398.83,178.38,96.79,68.62,34.46,77.17,53.94,19.81,52.04,105.65,37.5
65019,KITCHENER,ONTARIO,ON,795,5956.65,2494.6,3745.09,2211.55,983.15,549.37,163.58,126.81,95.73,196.48,69.29,71.58,88.29,234.08,87.73
65021,MISSISSAUGA,ONTARIO,ON,775,4749.3,2162.35,2887.15,1862.15,790.62,310.1,222.79,135.87,80.6,122.58,67.92,46.94,96.25,238.81,56.65
65025,OTTAWA,ONTARIO,ON,785,3224.67,1425.65,2003.64,1221.03,490.4,258.98,111.37,66.38,37.42,89.88,57.58,33,66.79,129.96,69.29
65026,CORNWALL,ONTARIO,ON,794,3864.11,1689.48,2284.53,1579.57,646.58,259.83,126.71,80.69,62.15,104.52,71.75,44.87,81.17,210.9,85.37
65027,WATERLOO,ONTARIO,ON,755,4228.27,1841.12,2665.89,1562.38,782.29,369.63,106.38,97.83,55.77,155.83,50.75,33.54,57.42,141.77,83.27
65028,KESWICK,ONTARIO,ON,810,4784.06,2089.15,3049.51,1734.55,931.62,430.69,160.29,103.79,53.29,143.81,64.25,62.69,90.35,165.37,80.71
65029,MARKHAM,ONTARIO,ON,773,1754.73,812.5,1057.1,697.64,280.23,112.19,85.87,38.85,21.48,54.71,36.98,15.85,37.06,83,20.96
65036,WHITBY,ONTARIO,ON,793,3023.12,1355.31,1883.06,1140.07,569.56,225.35,130.38,92.27,48.58,92.17,43.04,31.67,56.44,102.37,44.38
65037,BELLEVILLE,ONTARIO,ON,807,8629.28,3773.1,5379.56,3249.73,1508.08,748.38,296.25,202.87,159.35,259.69,141.94,71.31,157.04,248.4,203.13
65038,AJAX,ONTARIO,ON,784,3623.13,1648.17,2233.19,1389.94,632.65,299.98,138.15,103.98,62.65,100.58,58.65,28.69,59.35,166.04,47.13
65041,THORNHILL,ONTARIO,ON,787,3350.08,1543.56,2036.53,1313.55,570.92,174.12,150.58,133.87,78.37,92.42,53.35,34.37,60.17,160.92,32.33
65042,OTTAWA,ONTARIO,ON,800,3402.78,1544.79,2091.14,1311.64,570.02,244.19,137.4,83.17,43.25,103.62,60.52,29.38,65.46,142.44,65.02
65043,BRAMPTON,ONTARIO,ON,766,2880.52,1432.6,1841.65,1038.88,768.87,256.77,270.71,121.87,60,70.38,33.25,16.69,54.17,94.54,37.96
65044,STITTSVILLE,ONTARIO,ON,811,3165.65,1393.4,1976,1189.65,546.96,301.46,100.75,76.33,40.81,114.62,50.83,28.35,55.96,109.71,58.98
65045,THORNHILL,ONTARIO,ON,773,4093.49,1864.96,2522.4,1571.09,762.6,265.52,180.88,155.73,69.31,111.19,61.94,37.6,82,200.42,40.04
65046,KINGSTON,ONTARIO,ON,693,4037.04,1823.67,2491.54,1545.49,777.29,333.42,147.77,112.69,44.65,125.83,63.54,35.79,73.83,182.31,96.56
65047,THORNHILL,ONTARIO,ON,816,2766.28,1256.48,1678.97,1087.3,444.23,146.29,118.81,77.81,41.31,70.13,47.08,24.23,52.54,146.31,32.4
65048,OTTAWA,ONTARIO,ON,765,4311.01,1868.94,2705.6,1605.41,759.69,417.5,165.75,89.52,56.04,152.06,55.38,38.4,89.04,146.02,68.48
65050,RICHMOND HILL,ONTARIO,ON,825,2903.95,1305.48,1786.08,1117.87,494.02,211.54,108.73,92.15,45.04,65.21,42.17,27.69,44.42,151.77,30.08
65051,TRENTON,ONTARIO,ON,351,1903.81,890.79,1191.98,711.84,408.12,207.73,64.13,71.67,9.25,69.5,33.02,9.23,26.71,88.27,42.21
65052,GUELPH,ONTARIO,ON,760,1995.71,877.96,1269.68,726.03,400.87,199.44,78.06,45.42,25.35,60.27,24.79,18.37,36.31,56.13,31.31
65053,MARKHAM,ONTARIO,ON,788,2276.99,1050.37,1405.56,871.43,427.94,142.63,106.98,52.42,37.79,68.15,45.52,27.96,42.92,97.58,29.15
65054,KANATA,ONTARIO,ON,841,3024.63,1302.42,1895.96,1128.66,490.83,259.46,101.42,63.33,41.9,86.08,45.65,35.98,71.46,94.77,47.35
65056,NIAGARA FALLS,ONTARIO,ON,775,3337.21,1474.35,2055.49,1281.72,580.67,281.08,131.54,78.81,57.48,120.52,42.85,24.56,64.77,139.71,56.65
65069,CONCORD,ONTARIO,ON,774,3587.13,1666.25,2173.91,1413.22,626.23,290.23,136.08,143.75,51.73,86.4,59.87,24,61.75,196.17,46.37
65070,KINGSTON,ONTARIO,ON,754,2065.21,942.9,1319.07,746.13,452.65,157.46,88.88,57.02,36.81,54.58,29.04,27.23,47.35,56.69,54.04
65073,WINDSOR,ONTARIO,ON,735,1485.87,667,937.18,548.7,279.02,159.56,55.08,39.9,19.73,43.79,22.94,8.58,25.63,55.02,31.06
65076,KITCHENER,ONTARIO,ON,835,3394.84,1487.44,2152.53,1242.31,669.02,360.06,125.23,77.92,45.02,95.19,40.15,30.9,60.35,101.62,62.27
65077,WOODSTOCK,ONTARIO,ON,779,3772.52,1650.77,2385.8,1386.72,761.44,440.56,139.85,78.44,53.54,106.04,46.19,26.83,66.08,138.58,70.19
65078,COBOURG,ONTARIO,ON,807,4456.24,1977.92,2669.93,1786.3,809.81,312.15,182.21,94.4,78.63,119.23,81.33,47.04,79.31,185.02,83.58
65095,BURLINGTON,ONTARIO,ON,714,2369.5,1071.42,1448.66,920.84,416.44,200.88,79.81,65,31.88,89.63,41.48,16.21,43.42,107.27,35.27
65097,BRAMPTON,ONTARIO,ON,770,5159.08,2345.65,3193.21,1965.87,913.81,485.12,223.96,153.56,81.06,145.56,68.69,32,107.92,243.96,45.17
65200,LONDON,ONTARIO,ON,798,3077.22,1362.04,1950.85,1126.37,601.87,208.98,122.4,76.58,46.87,143.6,38.08,41.69,53.02,107.77,47.56
65208,ST. THOMAS,ONTARIO,ON,800,4264.47,1831.17,2686.19,1578.28,721.92,365.92,143.92,107.23,64.98,134.19,50.27,55.1,95.15,117.46,77.38
65210,THORNTON,ONTARIO,ON,489,2324.97,1076.13,1355.2,969.77,445.13,178.88,127.98,77.42,25.21,75.94,38.67,28.98,55.48,102.92,39.02
65212,TORONTO,ONTARIO,ON,816,3154.09,1422.15,1931.85,1222.24,533.5,208.98,133.08,116,47.17,68.71,42.46,32.71,76.44,158.83,34.04
65214,HAVELOCK,ONTARIO,ON,407,1425.46,626.92,851.16,574.3,249.38,96.87,48.52,38.12,12.52,43.46,25.58,10.87,29.37,68.81,24.98
65215,ACTON,ONTARIO,ON,394,1061.69,493.44,628.51,433.18,174.1,80.29,50.71,33.56,10.65,54.69,15.46,0,33.83,46.73,27.98
65218,VAUGHAN,ONTARIO,ON,771,1815.32,830.63,1080.01,735.31,287.13,109.29,78.1,84.04,27.58,52.15,26.4,13.08,30.79,105.29,13.42
65231,INGERSOLL,ONTARIO,ON,410,1875.4,848.19,1146.23,729.16,312.38,158.83,65.81,64.13,14.04,65.71,33.25,9.17,40.29,75.35,31.6
65234,OWEN SOUND,ONTARIO,ON,372,637.88,286.08,398.66,239.22,125.4,62.19,17.81,17.56,5.73,28.15,7.62,2.52,18.77,28.06,14.87
65235,HORNBY,ONTARIO,ON,441,1065.67,489.52,630.37,435.31,147.04,69.35,42.79,24.5,12,37.06,23.88,7.38,38,52.27,26.69
65236,BROCKVILLE,ONTARIO,ON,789,4382.16,1937.63,2678.42,1703.74,912.92,423.96,153.29,85.35,74.77,104.98,64.15,35.58,72.87,186.85,112.98
65239,HAMILTON,ONTARIO,ON,855,4406,1886.87,2695.69,1710.32,786.94,290.56,144.77,91.67,60.77,126.42,79.52,64.56,107.19,161.62,74.27
65240,BEAVERTON,ONTARIO,ON,532,2519.86,1143.96,1542.33,977.53,481.73,181.27,104.4,67.56,43.25,62.56,49.48,23.5,53.87,126.25,63.08
67800,MARKHAM,ONTARIO,ON,907,1858.17,838.1,1132.37,725.81,269.52,96.54,73.96,48.79,27.79,46.48,33.62,26.52,31.71,78.73,18.69
68064,WEST VANCOUVER,WEST,BC,546,977.15,459.54,575.96,401.19,135.27,41.25,50.15,33.15,9.38,27.9,13.38,5.94,13.19,64.35,12.54
68068,SURREY,WEST,BC,380,573.27,290.69,356.81,216.45,131.77,50.98,34.88,26.98,3.65,16.65,10.63,0.83,6.96,26,20.13
68079,KELOWNA,WEST,BC,953,4428.96,1924.31,2751.75,1677.21,859.35,274.52,147.58,65.87,69.96,126.94,46.75,57.44,77.19,151.69,81.54
68126,RICHMOND,WEST,BC,917,7001.15,3191.27,4001.05,3000.1,906.1,259.67,283.12,183.73,97.85,132.17,156.88,56.6,108.21,552.54,66.06
68131,KAMLOOPS,WEST,BC,1034,18169.86,7313.69,10652.33,7517.53,2491.17,933.96,467.31,240.75,277.52,417.19,309.25,212.81,314.37,912.13,295.1
68132,SURREY,WEST,BC,736,2307.53,1012.71,1392.03,915.5,409.37,183.27,77.67,61.12,30.62,70.6,23.21,12.13,30.08,104.08,31.25
68254,MERRITT,WEST,BC,771,2468.41,1073.35,1469.01,999.4,425.73,114.65,93.25,38.25,34.37,73.13,40.75,24.79,14.67,152.23,57.02
68262,MAPLE RIDGE,WEST,BC,757,2042.89,882.23,1228.96,813.93,378.13,166.81,65.52,59.6,23.21,69.92,16.52,11.92,25.63,85.19,30.17
68285,PEMBERTON,WEST,BC,981,9386.74,3848.04,5637.58,3749.16,1562.63,352.98,282.21,125.4,188.48,253.58,130.25,152,156.37,491.77,82.42
68287,KELOWNA,WEST,BC,949,7877.63,3310.98,4774.44,3103.2,1277.13,478.21,175.42,143.33,145.44,267.37,77.73,109.13,96.08,319.13,102.69
68288,KAMLOOPS,WEST,BC,880,4516.81,1888.37,2732.32,1784.49,719.58,297.46,120.4,76.56,63.33,124.48,52.37,57.19,62.69,220.94,78.88
68295,ABBOTSFORD,WEST,BC,899,3678.11,1631.25,2248.7,1429.41,692.02,207.63,193.81,70.83,102.1,106.42,43.88,45.06,72.75,119.31,45.69
69061,GIBSONS,WEST,BC,1007,6127.6,2530.25,3720.1,2407.51,896.4,251,228.81,96.06,131.52,174.38,71.69,84.98,129.65,158.83,87.35
